V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
1.771210254,4.544920203,-1.971101445,8.622455919,0.746726146,4.179682953,2.58243277,-1.450792479,0.512189029,0.665930288
1.07491488,1.771210254,4.544920203,-1.971101445,8.622455919,0.746726146,4.179682953,2.58243277,-1.450792479,0.512189029
3.509163667,1.07491488,1.771210254,4.544920203,-1.971101445,8.622455919,0.746726146,4.179682953,2.58243277,-1.450792479
-2.26296076,3.509163667,1.07491488,1.771210254,4.544920203,-1.971101445,8.622455919,0.746726146,4.179682953,2.58243277
-0.28628426,-2.26296076,3.509163667,1.07491488,1.771210254,4.544920203,-1.971101445,8.622455919,0.746726146,4.179682953
-6.964249416,-0.28628426,-2.26296076,3.509163667,1.07491488,1.771210254,4.544920203,-1.971101445,8.622455919,0.746726146
-4.488766224,-6.964249416,-0.28628426,-2.26296076,3.509163667,1.07491488,1.771210254,4.544920203,-1.971101445,8.622455919
-9.151695843,-4.488766224,-6.964249416,-0.28628426,-2.26296076,3.509163667,1.07491488,1.771210254,4.544920203,-1.971101445
-1.52488454,-9.151695843,-4.488766224,-6.964249416,-0.28628426,-2.26296076,3.509163667,1.07491488,1.771210254,4.544920203
-2.867901385,-1.52488454,-9.151695843,-4.488766224,-6.964249416,-0.28628426,-2.26296076,3.509163667,1.07491488,1.771210254
1.964914205,-2.867901385,-1.52488454,-9.151695843,-4.488766224,-6.964249416,-0.28628426,-2.26296076,3.509163667,1.07491488
0.390421131,1.964914205,-2.867901385,-1.52488454,-9.151695843,-4.488766224,-6.964249416,-0.28628426,-2.26296076,3.509163667
-1.293219172,0.390421131,1.964914205,-2.867901385,-1.52488454,-9.151695843,-4.488766224,-6.964249416,-0.28628426,-2.26296076
2.28365309,-1.293219172,0.390421131,1.964914205,-2.867901385,-1.52488454,-9.151695843,-4.488766224,-6.964249416,-0.28628426
-3.402556775,2.28365309,-1.293219172,0.390421131,1.964914205,-2.867901385,-1.52488454,-9.151695843,-4.488766224,-6.964249416
3.980462804,-3.402556775,2.28365309,-1.293219172,0.390421131,1.964914205,-2.867901385,-1.52488454,-9.151695843,-4.488766224
2.518032772,3.980462804,-3.402556775,2.28365309,-1.293219172,0.390421131,1.964914205,-2.867901385,-1.52488454,-9.151695843
6.426344895,2.518032772,3.980462804,-3.402556775,2.28365309,-1.293219172,0.390421131,1.964914205,-2.867901385,-1.52488454
-3.480093366,6.426344895,2.518032772,3.980462804,-3.402556775,2.28365309,-1.293219172,0.390421131,1.964914205,-2.867901385
-1.779421922,-3.480093366,6.426344895,2.518032772,3.980462804,-3.402556775,2.28365309,-1.293219172,0.390421131,1.964914205
-13.09406664,-1.779421922,-3.480093366,6.426344895,2.518032772,3.980462804,-3.402556775,2.28365309,-1.293219172,0.390421131
-0.784530149,-13.09406664,-1.779421922,-3.480093366,6.426344895,2.518032772,3.980462804,-3.402556775,2.28365309,-1.293219172
-10.3152655,-0.784530149,-13.09406664,-1.779421922,-3.480093366,6.426344895,2.518032772,3.980462804,-3.402556775,2.28365309
3.731777282,-10.3152655,-0.784530149,-13.09406664,-1.779421922,-3.480093366,6.426344895,2.518032772,3.980462804,-3.402556775
-3.142651744,3.731777282,-10.3152655,-0.784530149,-13.09406664,-1.779421922,-3.480093366,6.426344895,2.518032772,3.980462804
2.152608299,-3.142651744,3.731777282,-10.3152655,-0.784530149,-13.09406664,-1.779421922,-3.480093366,6.426344895,2.518032772
-0.13461816,2.152608299,-3.142651744,3.731777282,-10.3152655,-0.784530149,-13.09406664,-1.779421922,-3.480093366,6.426344895
-2.981615769,-0.13461816,2.152608299,-3.142651744,3.731777282,-10.3152655,-0.784530149,-13.09406664,-1.779421922,-3.480093366
-2.81198367,-2.981615769,-0.13461816,2.152608299,-3.142651744,3.731777282,-10.3152655,-0.784530149,-13.09406664,-1.779421922
0.37581323,-2.81198367,-2.981615769,-0.13461816,2.152608299,-3.142651744,3.731777282,-10.3152655,-0.784530149,-13.09406664
1.086130629,0.37581323,-2.81198367,-2.981615769,-0.13461816,2.152608299,-3.142651744,3.731777282,-10.3152655,-0.784530149
3.29616805,1.086130629,0.37581323,-2.81198367,-2.981615769,-0.13461816,2.152608299,-3.142651744,3.731777282,-10.3152655
4.884916429,3.29616805,1.086130629,0.37581323,-2.81198367,-2.981615769,-0.13461816,2.152608299,-3.142651744,3.731777282
2.68629112,4.884916429,3.29616805,1.086130629,0.37581323,-2.81198367,-2.981615769,-0.13461816,2.152608299,-3.142651744
0.806190867,2.68629112,4.884916429,3.29616805,1.086130629,0.37581323,-2.81198367,-2.981615769,-0.13461816,2.152608299
-4.30427839,0.806190867,2.68629112,4.884916429,3.29616805,1.086130629,0.37581323,-2.81198367,-2.981615769,-0.13461816
-4.769878628,-4.30427839,0.806190867,2.68629112,4.884916429,3.29616805,1.086130629,0.37581323,-2.81198367,-2.981615769
-0.644571227,-4.769878628,-4.30427839,0.806190867,2.68629112,4.884916429,3.29616805,1.086130629,0.37581323,-2.81198367
-1.11585489,-0.644571227,-4.769878628,-4.30427839,0.806190867,2.68629112,4.884916429,3.29616805,1.086130629,0.37581323
5.29817576,-1.11585489,-0.644571227,-4.769878628,-4.30427839,0.806190867,2.68629112,4.884916429,3.29616805,1.086130629
-0.568142464,5.29817576,-1.11585489,-0.644571227,-4.769878628,-4.30427839,0.806190867,2.68629112,4.884916429,3.29616805
6.874560757,-0.568142464,5.29817576,-1.11585489,-0.644571227,-4.769878628,-4.30427839,0.806190867,2.68629112,4.884916429
-0.932913145,6.874560757,-0.568142464,5.29817576,-1.11585489,-0.644571227,-4.769878628,-4.30427839,0.806190867,2.68629112
1.354949923,-0.932913145,6.874560757,-0.568142464,5.29817576,-1.11585489,-0.644571227,-4.769878628,-4.30427839,0.806190867
-0.81054871,1.354949923,-0.932913145,6.874560757,-0.568142464,5.29817576,-1.11585489,-0.644571227,-4.769878628,-4.30427839
-1.75190889,-0.81054871,1.354949923,-0.932913145,6.874560757,-0.568142464,5.29817576,-1.11585489,-0.644571227,-4.769878628
4.25242927,-1.75190889,-0.81054871,1.354949923,-0.932913145,6.874560757,-0.568142464,5.29817576,-1.11585489,-0.644571227
-0.475733391,4.25242927,-1.75190889,-0.81054871,1.354949923,-0.932913145,6.874560757,-0.568142464,5.29817576,-1.11585489
2.279830413,-0.475733391,4.25242927,-1.75190889,-0.81054871,1.354949923,-0.932913145,6.874560757,-0.568142464,5.29817576
1.3174958,2.279830413,-0.475733391,4.25242927,-1.75190889,-0.81054871,1.354949923,-0.932913145,6.874560757,-0.568142464
-1.835367866,1.3174958,2.279830413,-0.475733391,4.25242927,-1.75190889,-0.81054871,1.354949923,-0.932913145,6.874560757
-6.34402765,-1.835367866,1.3174958,2.279830413,-0.475733391,4.25242927,-1.75190889,-0.81054871,1.354949923,-0.932913145
-8.27714285,-6.34402765,-1.835367866,1.3174958,2.279830413,-0.475733391,4.25242927,-1.75190889,-0.81054871,1.354949923
-6.456362032,-8.27714285,-6.34402765,-1.835367866,1.3174958,2.279830413,-0.475733391,4.25242927,-1.75190889,-0.81054871
-0.231782405,-6.456362032,-8.27714285,-6.34402765,-1.835367866,1.3174958,2.279830413,-0.475733391,4.25242927,-1.75190889
-0.774228609,-0.231782405,-6.456362032,-8.27714285,-6.34402765,-1.835367866,1.3174958,2.279830413,-0.475733391,4.25242927
6.642479426,-0.774228609,-0.231782405,-6.456362032,-8.27714285,-6.34402765,-1.835367866,1.3174958,2.279830413,-0.475733391
4.172502619,6.642479426,-0.774228609,-0.231782405,-6.456362032,-8.27714285,-6.34402765,-1.835367866,1.3174958,2.279830413
5.341406751,4.172502619,6.642479426,-0.774228609,-0.231782405,-6.456362032,-8.27714285,-6.34402765,-1.835367866,1.3174958
1.415323468,5.341406751,4.172502619,6.642479426,-0.774228609,-0.231782405,-6.456362032,-8.27714285,-6.34402765,-1.835367866
3.212197209,1.415323468,5.341406751,4.172502619,6.642479426,-0.774228609,-0.231782405,-6.456362032,-8.27714285,-6.34402765
0.693493896,3.212197209,1.415323468,5.341406751,4.172502619,6.642479426,-0.774228609,-0.231782405,-6.456362032,-8.27714285
-1.2136742,0.693493896,3.212197209,1.415323468,5.341406751,4.172502619,6.642479426,-0.774228609,-0.231782405,-6.456362032
1.814614964,-1.2136742,0.693493896,3.212197209,1.415323468,5.341406751,4.172502619,6.642479426,-0.774228609,-0.231782405
-3.777141755,1.814614964,-1.2136742,0.693493896,3.212197209,1.415323468,5.341406751,4.172502619,6.642479426,-0.774228609
-1.775196194,-3.777141755,1.814614964,-1.2136742,0.693493896,3.212197209,1.415323468,5.341406751,4.172502619,6.642479426
-2.90577978,-1.775196194,-3.777141755,1.814614964,-1.2136742,0.693493896,3.212197209,1.415323468,5.341406751,4.172502619
0.359377228,-2.90577978,-1.775196194,-3.777141755,1.814614964,-1.2136742,0.693493896,3.212197209,1.415323468,5.341406751
-1.803787343,0.359377228,-2.90577978,-1.775196194,-3.777141755,1.814614964,-1.2136742,0.693493896,3.212197209,1.415323468
3.790584416,-1.803787343,0.359377228,-2.90577978,-1.775196194,-3.777141755,1.814614964,-1.2136742,0.693493896,3.212197209
2.206675682,3.790584416,-1.803787343,0.359377228,-2.90577978,-1.775196194,-3.777141755,1.814614964,-1.2136742,0.693493896
-0.339381466,2.206675682,3.790584416,-1.803787343,0.359377228,-2.90577978,-1.775196194,-3.777141755,1.814614964,-1.2136742
3.40232174,-0.339381466,2.206675682,3.790584416,-1.803787343,0.359377228,-2.90577978,-1.775196194,-3.777141755,1.814614964
0.866575827,3.40232174,-0.339381466,2.206675682,3.790584416,-1.803787343,0.359377228,-2.90577978,-1.775196194,-3.777141755
-1.12305045,0.866575827,3.40232174,-0.339381466,2.206675682,3.790584416,-1.803787343,0.359377228,-2.90577978,-1.775196194
3.935611107,-1.12305045,0.866575827,3.40232174,-0.339381466,2.206675682,3.790584416,-1.803787343,0.359377228,-2.90577978
0.572503159,3.935611107,-1.12305045,0.866575827,3.40232174,-0.339381466,2.206675682,3.790584416,-1.803787343,0.359377228
3.663713252,0.572503159,3.935611107,-1.12305045,0.866575827,3.40232174,-0.339381466,2.206675682,3.790584416,-1.803787343
2.572870665,3.663713252,0.572503159,3.935611107,-1.12305045,0.866575827,3.40232174,-0.339381466,2.206675682,3.790584416
-2.52801665,2.572870665,3.663713252,0.572503159,3.935611107,-1.12305045,0.866575827,3.40232174,-0.339381466,2.206675682
1.676009689,-2.52801665,2.572870665,3.663713252,0.572503159,3.935611107,-1.12305045,0.866575827,3.40232174,-0.339381466
-6.852026567,1.676009689,-2.52801665,2.572870665,3.663713252,0.572503159,3.935611107,-1.12305045,0.866575827,3.40232174
-0.577502689,-6.852026567,1.676009689,-2.52801665,2.572870665,3.663713252,0.572503159,3.935611107,-1.12305045,0.866575827
0.509613791,-0.577502689,-6.852026567,1.676009689,-2.52801665,2.572870665,3.663713252,0.572503159,3.935611107,-1.12305045
0.985433382,0.509613791,-0.577502689,-6.852026567,1.676009689,-2.52801665,2.572870665,3.663713252,0.572503159,3.935611107
-2.736500176,0.985433382,0.509613791,-0.577502689,-6.852026567,1.676009689,-2.52801665,2.572870665,3.663713252,0.572503159
5.769103335,-2.736500176,0.985433382,0.509613791,-0.577502689,-6.852026567,1.676009689,-2.52801665,2.572870665,3.663713252
-5.507076315,5.769103335,-2.736500176,0.985433382,0.509613791,-0.577502689,-6.852026567,1.676009689,-2.52801665,2.572870665
2.177370442,-5.507076315,5.769103335,-2.736500176,0.985433382,0.509613791,-0.577502689,-6.852026567,1.676009689,-2.52801665
-4.725419504,2.177370442,-5.507076315,5.769103335,-2.736500176,0.985433382,0.509613791,-0.577502689,-6.852026567,1.676009689
-7.396067568,-4.725419504,2.177370442,-5.507076315,5.769103335,-2.736500176,0.985433382,0.509613791,-0.577502689,-6.852026567
2.744584943,-7.396067568,-4.725419504,2.177370442,-5.507076315,5.769103335,-2.736500176,0.985433382,0.509613791,-0.577502689
-1.789384552,2.744584943,-7.396067568,-4.725419504,2.177370442,-5.507076315,5.769103335,-2.736500176,0.985433382,0.509613791
4.263743992,-1.789384552,2.744584943,-7.396067568,-4.725419504,2.177370442,-5.507076315,5.769103335,-2.736500176,0.985433382
2.744755855,4.263743992,-1.789384552,2.744584943,-7.396067568,-4.725419504,2.177370442,-5.507076315,5.769103335,-2.736500176
0.176973602,2.744755855,4.263743992,-1.789384552,2.744584943,-7.396067568,-4.725419504,2.177370442,-5.507076315,5.769103335
2.760956122,0.176973602,2.744755855,4.263743992,-1.789384552,2.744584943,-7.396067568,-4.725419504,2.177370442,-5.507076315
-2.646008469,2.760956122,0.176973602,2.744755855,4.263743992,-1.789384552,2.744584943,-7.396067568,-4.725419504,2.177370442
-1.29731704,-2.646008469,2.760956122,0.176973602,2.744755855,4.263743992,-1.789384552,2.744584943,-7.396067568,-4.725419504
-8.338343139,-1.29731704,-2.646008469,2.760956122,0.176973602,2.744755855,4.263743992,-1.789384552,2.744584943,-7.396067568
1.063306253,-8.338343139,-1.29731704,-2.646008469,2.760956122,0.176973602,2.744755855,4.263743992,-1.789384552,2.744584943
-6.022853777,1.063306253,-8.338343139,-1.29731704,-2.646008469,2.760956122,0.176973602,2.744755855,4.263743992,-1.789384552
6.368816566,-6.022853777,1.063306253,-8.338343139,-1.29731704,-2.646008469,2.760956122,0.176973602,2.744755855,4.263743992
-3.006603519,6.368816566,-6.022853777,1.063306253,-8.338343139,-1.29731704,-2.646008469,2.760956122,0.176973602,2.744755855
3.406909704,-3.006603519,6.368816566,-6.022853777,1.063306253,-8.338343139,-1.29731704,-2.646008469,2.760956122,0.176973602
2.865026125,3.406909704,-3.006603519,6.368816566,-6.022853777,1.063306253,-8.338343139,-1.29731704,-2.646008469,2.760956122
-3.793613449,2.865026125,3.406909704,-3.006603519,6.368816566,-6.022853777,1.063306253,-8.338343139,-1.29731704,-2.646008469
5.375583192,-3.793613449,2.865026125,3.406909704,-3.006603519,6.368816566,-6.022853777,1.063306253,-8.338343139,-1.29731704
-8.929756264,5.375583192,-3.793613449,2.865026125,3.406909704,-3.006603519,6.368816566,-6.022853777,1.063306253,-8.338343139
6.065987989,-8.929756264,5.375583192,-3.793613449,2.865026125,3.406909704,-3.006603519,6.368816566,-6.022853777,1.063306253
-4.835394655,6.065987989,-8.929756264,5.375583192,-3.793613449,2.865026125,3.406909704,-3.006603519,6.368816566,-6.022853777
3.94465535,-4.835394655,6.065987989,-8.929756264,5.375583192,-3.793613449,2.865026125,3.406909704,-3.006603519,6.368816566
5.814144104,3.94465535,-4.835394655,6.065987989,-8.929756264,5.375583192,-3.793613449,2.865026125,3.406909704,-3.006603519
0.747750199,5.814144104,3.94465535,-4.835394655,6.065987989,-8.929756264,5.375583192,-3.793613449,2.865026125,3.406909704
6.400302067,0.747750199,5.814144104,3.94465535,-4.835394655,6.065987989,-8.929756264,5.375583192,-3.793613449,2.865026125
-1.733747329,6.400302067,0.747750199,5.814144104,3.94465535,-4.835394655,6.065987989,-8.929756264,5.375583192,-3.793613449
-0.983341267,-1.733747329,6.400302067,0.747750199,5.814144104,3.94465535,-4.835394655,6.065987989,-8.929756264,5.375583192
-2.401558407,-0.983341267,-1.733747329,6.400302067,0.747750199,5.814144104,3.94465535,-4.835394655,6.065987989,-8.929756264
-11.8390535,-2.401558407,-0.983341267,-1.733747329,6.400302067,0.747750199,5.814144104,3.94465535,-4.835394655,6.065987989
1.789275308,-11.8390535,-2.401558407,-0.983341267,-1.733747329,6.400302067,0.747750199,5.814144104,3.94465535,-4.835394655
-9.357289113,1.789275308,-11.8390535,-2.401558407,-0.983341267,-1.733747329,6.400302067,0.747750199,5.814144104,3.94465535
8.680439216,-9.357289113,1.789275308,-11.8390535,-2.401558407,-0.983341267,-1.733747329,6.400302067,0.747750199,5.814144104
-4.609685864,8.680439216,-9.357289113,1.789275308,-11.8390535,-2.401558407,-0.983341267,-1.733747329,6.400302067,0.747750199
6.640003694,-4.609685864,8.680439216,-9.357289113,1.789275308,-11.8390535,-2.401558407,-0.983341267,-1.733747329,6.400302067
0.045767805,6.640003694,-4.609685864,8.680439216,-9.357289113,1.789275308,-11.8390535,-2.401558407,-0.983341267,-1.733747329
1.822200942,0.045767805,6.640003694,-4.609685864,8.680439216,-9.357289113,1.789275308,-11.8390535,-2.401558407,-0.983341267
-7.771048732,1.822200942,0.045767805,6.640003694,-4.609685864,8.680439216,-9.357289113,1.789275308,-11.8390535,-2.401558407
-2.452026136,-7.771048732,1.822200942,0.045767805,6.640003694,-4.609685864,8.680439216,-9.357289113,1.789275308,-11.8390535
-5.949286079,-2.452026136,-7.771048732,1.822200942,0.045767805,6.640003694,-4.609685864,8.680439216,-9.357289113,1.789275308
-0.780217912,-5.949286079,-2.452026136,-7.771048732,1.822200942,0.045767805,6.640003694,-4.609685864,8.680439216,-9.357289113
-3.639317079,-0.780217912,-5.949286079,-2.452026136,-7.771048732,1.822200942,0.045767805,6.640003694,-4.609685864,8.680439216
1.676784088,-3.639317079,-0.780217912,-5.949286079,-2.452026136,-7.771048732,1.822200942,0.045767805,6.640003694,-4.609685864
-0.929440849,1.676784088,-3.639317079,-0.780217912,-5.949286079,-2.452026136,-7.771048732,1.822200942,0.045767805,6.640003694
-1.867085908,-0.929440849,1.676784088,-3.639317079,-0.780217912,-5.949286079,-2.452026136,-7.771048732,1.822200942,0.045767805
0.918057304,-1.867085908,-0.929440849,1.676784088,-3.639317079,-0.780217912,-5.949286079,-2.452026136,-7.771048732,1.822200942
-4.03704191,0.918057304,-1.867085908,-0.929440849,1.676784088,-3.639317079,-0.780217912,-5.949286079,-2.452026136,-7.771048732
7.189243957,-4.03704191,0.918057304,-1.867085908,-0.929440849,1.676784088,-3.639317079,-0.780217912,-5.949286079,-2.452026136
-3.369585241,7.189243957,-4.03704191,0.918057304,-1.867085908,-0.929440849,1.676784088,-3.639317079,-0.780217912,-5.949286079
6.018458397,-3.369585241,7.189243957,-4.03704191,0.918057304,-1.867085908,-0.929440849,1.676784088,-3.639317079,-0.780217912
-0.933804923,6.018458397,-3.369585241,7.189243957,-4.03704191,0.918057304,-1.867085908,-0.929440849,1.676784088,-3.639317079
2.00038486,-0.933804923,6.018458397,-3.369585241,7.189243957,-4.03704191,0.918057304,-1.867085908,-0.929440849,1.676784088
-0.656442359,2.00038486,-0.933804923,6.018458397,-3.369585241,7.189243957,-4.03704191,0.918057304,-1.867085908,-0.929440849
2.045987808,-0.656442359,2.00038486,-0.933804923,6.018458397,-3.369585241,7.189243957,-4.03704191,0.918057304,-1.867085908
-5.370071173,2.045987808,-0.656442359,2.00038486,-0.933804923,6.018458397,-3.369585241,7.189243957,-4.03704191,0.918057304
2.107065105,-5.370071173,2.045987808,-0.656442359,2.00038486,-0.933804923,6.018458397,-3.369585241,7.189243957,-4.03704191
-7.66664355,2.107065105,-5.370071173,2.045987808,-0.656442359,2.00038486,-0.933804923,6.018458397,-3.369585241,7.189243957
3.282190392,-7.66664355,2.107065105,-5.370071173,2.045987808,-0.656442359,2.00038486,-0.933804923,6.018458397,-3.369585241
-4.439838964,3.282190392,-7.66664355,2.107065105,-5.370071173,2.045987808,-0.656442359,2.00038486,-0.933804923,6.018458397
-1.534159844,-4.439838964,3.282190392,-7.66664355,2.107065105,-5.370071173,2.045987808,-0.656442359,2.00038486,-0.933804923
-1.507792648,-1.534159844,-4.439838964,3.282190392,-7.66664355,2.107065105,-5.370071173,2.045987808,-0.656442359,2.00038486
-1.437994593,-1.507792648,-1.534159844,-4.439838964,3.282190392,-7.66664355,2.107065105,-5.370071173,2.045987808,-0.656442359
-1.009172074,-1.437994593,-1.507792648,-1.534159844,-4.439838964,3.282190392,-7.66664355,2.107065105,-5.370071173,2.045987808
2.798168029,-1.009172074,-1.437994593,-1.507792648,-1.534159844,-4.439838964,3.282190392,-7.66664355,2.107065105,-5.370071173
-2.233048662,2.798168029,-1.009172074,-1.437994593,-1.507792648,-1.534159844,-4.439838964,3.282190392,-7.66664355,2.107065105
4.620756985,-2.233048662,2.798168029,-1.009172074,-1.437994593,-1.507792648,-1.534159844,-4.439838964,3.282190392,-7.66664355
-6.325983473,4.620756985,-2.233048662,2.798168029,-1.009172074,-1.437994593,-1.507792648,-1.534159844,-4.439838964,3.282190392
6.468730241,-6.325983473,4.620756985,-2.233048662,2.798168029,-1.009172074,-1.437994593,-1.507792648,-1.534159844,-4.439838964
-6.302466152,6.468730241,-6.325983473,4.620756985,-2.233048662,2.798168029,-1.009172074,-1.437994593,-1.507792648,-1.534159844
3.452043205,-6.302466152,6.468730241,-6.325983473,4.620756985,-2.233048662,2.798168029,-1.009172074,-1.437994593,-1.507792648
-5.425925782,3.452043205,-6.302466152,6.468730241,-6.325983473,4.620756985,-2.233048662,2.798168029,-1.009172074,-1.437994593
-3.068377571,-5.425925782,3.452043205,-6.302466152,6.468730241,-6.325983473,4.620756985,-2.233048662,2.798168029,-1.009172074
0.257093845,-3.068377571,-5.425925782,3.452043205,-6.302466152,6.468730241,-6.325983473,4.620756985,-2.233048662,2.798168029
-5.354650342,0.257093845,-3.068377571,-5.425925782,3.452043205,-6.302466152,6.468730241,-6.325983473,4.620756985,-2.233048662
0.334991404,-5.354650342,0.257093845,-3.068377571,-5.425925782,3.452043205,-6.302466152,6.468730241,-6.325983473,4.620756985
1.036932759,0.334991404,-5.354650342,0.257093845,-3.068377571,-5.425925782,3.452043205,-6.302466152,6.468730241,-6.325983473
-0.886647106,1.036932759,0.334991404,-5.354650342,0.257093845,-3.068377571,-5.425925782,3.452043205,-6.302466152,6.468730241
5.337553008,-0.886647106,1.036932759,0.334991404,-5.354650342,0.257093845,-3.068377571,-5.425925782,3.452043205,-6.302466152
-1.366034757,5.337553008,-0.886647106,1.036932759,0.334991404,-5.354650342,0.257093845,-3.068377571,-5.425925782,3.452043205
-0.904597165,-1.366034757,5.337553008,-0.886647106,1.036932759,0.334991404,-5.354650342,0.257093845,-3.068377571,-5.425925782
-0.165961468,-0.904597165,-1.366034757,5.337553008,-0.886647106,1.036932759,0.334991404,-5.354650342,0.257093845,-3.068377571
-2.589409028,-0.165961468,-0.904597165,-1.366034757,5.337553008,-0.886647106,1.036932759,0.334991404,-5.354650342,0.257093845
