V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
1.066752977,-0.079696593,-1.186855235,-1.555078499,-1.363152224,-0.9318803,-0.523993775,-0.282878662,-0.238934939,-0.349614343,-0.543711151,-0.761743777,-0.973063311,-1.159562643,-1.28560688,-1.285042434,-1.080668054,-0.650606659,-0.170007525,-0.083294116
0.398767022,0.543995359,0.75327052,0.78901356,0.644189902,0.450209423,0.331996881,0.343628729,0.467546128,0.633474749,0.746756595,0.728296056,0.547845309,0.239852308,-0.102937951,-0.387997495,-0.628878638,-0.9894378,-1.553193736,-1.59323437
-0.158720826,-5.77E-05,-0.143546577,-0.23334195,-0.076647422,0.257002378,0.597892241,0.809057786,0.834327922,0.69751011,0.48023203,0.274046308,0.130348364,0.043222716,-0.026269574,-0.094064286,-0.098688042,0.099861327,0.609592395,1.127578812
-0.926855931,-0.475559282,-0.742909784,-1.059827242,-1.057140216,-0.734536337,-0.28062497,0.068015083,0.13633916,-0.114727523,-0.56350556,-0.987573958,-1.171868858,-0.995406291,-0.487081072,0.168748415,0.726119701,1.025141671,1.109908555,1.136777201
-1.244732776,-0.500976076,0.093222784,0.256450062,0.086339474,-0.280473237,-0.696154522,-1.031934277,-1.210955191,-1.230088151,-1.163425886,-1.123236001,-1.190690556,-1.357795636,-1.515139055,-1.52271432,-1.349003059,-1.174971463,-1.297784407,-1.514460031
-1.089886841,0.140487562,1.61219995,2.152084316,1.858210153,1.150573382,0.400705583,-0.189355521,-0.568833507,-0.768537447,-0.850590968,-0.8790619,-0.898060677,-0.911612502,-0.865320803,-0.648103594,-0.139868333,0.674055782,1.488227853,1.48024418
-0.767058167,-0.122120973,-0.093742686,-0.579599857,-1.039469024,-1.203653585,-1.088403048,-0.833029877,-0.561131195,-0.336401653,-0.176269961,-0.081186769,-0.057686974,-0.123079666,-0.292002468,-0.561570052,-0.908099088,-1.246549298,-1.235879612,-0.202880182
0.279994934,-0.048132164,0.260062254,0.562032451,0.556922448,0.350025478,0.152958919,0.092506086,0.173895626,0.322762612,0.442008957,0.462291927,0.370861415,0.219315196,0.11258258,0.159158803,0.396541106,0.770386456,1.207672576,1.558537394
0.680022123,0.169200606,-0.061947923,0.112099187,0.44174013,0.742230654,0.907896463,0.900317034,0.744165792,0.516664094,0.313358591,0.194484809,0.150183316,0.104335978,-0.050425318,-0.394177994,-0.917051796,-1.452527383,-1.565083191,-0.680431485
0.720858994,2.117581095,2.235765413,1.545256202,0.659421933,-0.056793704,-0.432241032,-0.458049329,-0.240588904,0.050894929,0.249338063,0.261591962,0.098733575,-0.151763451,-0.392650656,-0.594924698,-0.811060591,-1.048303355,-1.07415901,-0.575992319
1.466531666,0.010899712,-1.080749686,-1.338822048,-1.104360905,-0.71153643,-0.351588565,-0.092510966,0.059284771,0.109052584,0.058102897,-0.091677946,-0.330393135,-0.633137719,-0.956628469,-1.250994248,-1.474246705,-1.576119197,-1.457219519,-1.003171232
0.045982676,-0.126638039,-0.188513646,0.089302692,0.509174177,0.840546364,0.975137031,0.912586269,0.703935244,0.430316363,0.195276897,0.091438247,0.152216784,0.313817929,0.406558999,0.216121627,-0.368928468,-1.141711139,-1.30025675,0.176833949
-0.131514192,-0.079644721,0.269224905,0.842653582,1.435535343,1.873187455,2.086018305,2.086826199,1.911401772,1.603400042,1.234981031,0.911903153,0.747102452,0.811272126,1.06110145,1.287215253,1.178543417,0.565871929,-0.145133379,0.141828255
-0.145391747,0.223735094,0.39031975,0.324301782,0.272277348,0.381627688,0.628274515,0.908950097,1.14419005,1.313032855,1.42936299,1.494890622,1.471231995,1.301163629,0.976681146,0.596046653,0.317660571,0.207111717,0.073725406,-0.382180363
1.803293283,1.113160877,0.330712043,0.043867282,-0.042779923,-0.230916159,-0.586500045,-0.995070056,-1.294505867,-1.38345033,-1.279829144,-1.104405993,-1.004357502,-1.074922676,-1.307102758,-1.572062367,-1.653555228,-1.311876357,-0.422666418,0.565788193
0.215285112,1.477740977,1.978074494,2.012888892,1.791954795,1.409319954,0.957557092,0.512442861,0.123287184,-0.162416506,-0.288054538,-0.208983031,0.07382959,0.481223289,0.842517871,0.957098297,0.745801829,0.413558211,0.470771252,1.063223056
0.451709494,1.043571041,0.975896051,0.56263768,0.182206974,-0.007249295,-0.031828217,0.018037167,0.082253631,0.14492471,0.196832197,0.20315477,0.114196749,-0.08280738,-0.309925595,-0.419994312,-0.340823229,-0.253676433,-0.557922055,-1.093840736
1.272167663,0.876043749,-0.284721069,-1.310846827,-1.927317633,-2.149772317,-2.120428606,-1.999832325,-1.885610778,-1.796161703,-1.70105065,-1.562954146,-1.361111936,-1.089144986,-0.743196985,-0.319195767,0.154526056,0.507423622,0.283700717,-0.841190697
0.997201938,-0.013185289,-0.29577945,0.120355683,0.61762816,0.84084819,0.756822731,0.500073902,0.212973094,-0.028705828,-0.222749829,-0.411325055,-0.63843459,-0.914703751,-1.201133735,-1.425581262,-1.530265032,-1.523489211,-1.488616839,-1.366685303
-1.213381467,-0.909968672,-0.400187917,-0.166369754,-0.165608161,-0.259117984,-0.360374182,-0.446208234,-0.525878706,-0.612461943,-0.707494064,-0.793657587,-0.83159662,-0.764846739,-0.545643017,-0.179545065,0.243460414,0.537810688,0.436546269,-0.120287041
-0.608275103,-0.319493309,-0.304607389,-0.663276557,-1.027750027,-1.177767029,-1.097111593,-0.864356188,-0.563691605,-0.264677684,-0.026084874,0.111723948,0.139109014,0.080659166,-0.018241621,-0.135774659,-0.335858212,-0.772080348,-1.480837821,-1.775893759
-1.083316645,-1.080554078,-0.717718047,-0.529143339,-0.509512068,-0.563313229,-0.662674987,-0.821242757,-1.035995545,-1.262769492,-1.433628467,-1.487457637,-1.377347857,-1.059396394,-0.503001027,0.265869569,1.124687711,1.82853156,1.989311035,1.229079772
1.427196481,0.921826543,0.072233655,-0.573154248,-0.913751629,-0.947601625,-0.727911106,-0.342251478,0.114164351,0.544660826,0.862266934,1.01222152,0.979526639,0.78049483,0.462784604,0.114462586,-0.135740141,-0.120637333,0.325094261,1.024292226
-0.430647856,-0.121699878,-0.087613901,-0.229478437,-0.305088946,-0.284241066,-0.243938597,-0.230928787,-0.226657003,-0.191939013,-0.123625154,-0.072531354,-0.114983798,-0.305959687,-0.637086572,-1.019067254,-1.293609699,-1.234250111,-0.568214121,0.553227016
1.167518161,0.398717662,-0.400328374,-0.940701786,-1.193386369,-1.156026562,-0.873408622,-0.436412503,0.046695618,0.473269922,0.770953891,0.913873752,0.910263624,0.779305217,0.547965937,0.261755872,-0.021261255,-0.246564778,-0.351724226,-0.244970093
-0.705554199,0.19113206,0.248875685,-0.186335655,-0.539537203,-0.615539185,-0.479742603,-0.27627517,-0.120660407,-0.070627289,-0.12691659,-0.243270878,-0.342545305,-0.339839044,-0.192143397,0.023729334,0.0759929,-0.310135236,-1.059072827,-1.141354034
0.956315729,0.455525327,-0.393454589,-0.760597922,-0.721103474,-0.512666972,-0.295180941,-0.130581065,-0.016965794,0.072002086,0.156267041,0.231967726,0.273958304,0.256444354,0.181238922,0.09353225,0.072535218,0.23263692,0.740124394,1.46605596
0.135684638,-0.01223438,-0.387460669,-0.849191979,-1.12340238,-1.044339186,-0.633489189,-0.055478569,0.474184136,0.772661736,0.762228718,0.492910736,0.09048946,-0.319538108,-0.66304538,-0.928601895,-1.113129905,-1.099522819,-0.558511476,0.648718952
-0.265143975,-0.769959481,-1.157919209,-1.165620303,-0.875681375,-0.540241259,-0.349767624,-0.329051916,-0.389887434,-0.434285167,-0.422881066,-0.378629964,-0.345170341,-0.351232303,-0.409950247,-0.540520667,-0.769800872,-1.071040309,-1.241154823,-0.900192951
-1.51268894,-1.113777819,-0.278077463,0.117059609,0.018591945,-0.32535308,-0.656895831,-0.817989971,-0.747044335,-0.447100702,0.03126488,0.608231255,1.194274623,1.694020997,2.009634597,2.070188685,1.857411849,1.401777072,0.793897195,0.256064916
0.563948784,0.696211705,0.481012873,0.270562782,0.30763931,0.572209629,0.858481753,0.933515812,0.672181607,0.126792924,-0.49142195,-0.930435075,-1.034506284,-0.816968389,-0.457891915,-0.207663663,-0.213949948,-0.411434333,-0.576144632,-0.523171206
0.543613343,0.731602609,0.931335438,1.114171999,1.030651586,0.645557509,0.115492204,-0.391391534,-0.78994547,-1.059680021,-1.195500917,-1.179758874,-0.990798116,-0.646348965,-0.256863581,-0.019554807,-0.10511097,-0.494578646,-0.833713928,-0.511187279
0.229951581,0.024893056,-0.159601816,-0.100947214,0.103407402,0.276819175,0.320284682,0.24731556,0.139326956,0.08952339,0.161595412,0.372151584,0.697381603,1.08155715,1.435296644,1.642504587,1.58036632,1.149081661,0.376795618,-0.295256309
-2.042678326,-0.619532139,0.688210934,1.09062606,1.13405963,1.249370625,1.525935265,1.84736623,2.0413576,1.971835255,1.592859351,0.958751827,0.198342008,-0.504841059,-0.937752045,-0.948456613,-0.564047152,-0.020406703,0.339573379,0.312565081
-2.483273754,-2.287870234,-1.594620087,-0.950809181,-0.304550479,0.38094923,1.016708217,1.492544621,1.762110533,1.860263613,1.868344157,1.840631999,1.738878075,1.430669259,0.776795769,-0.234600322,-1.433817331,-2.52852422,-3.089800476,-2.337564108
-0.478705645,-0.761430668,-0.966596196,-1.046799495,-1.077005293,-1.093186275,-1.053082612,-0.888013144,-0.569426294,-0.143883115,0.286421006,0.626490766,0.837592979,0.938800521,0.981636832,1.023610437,1.11292632,1.292259347,1.554655372,1.543248757
-1.893912795,-1.164135145,-0.41309562,-0.127724934,-0.160664538,-0.305645764,-0.455815335,-0.605552816,-0.779642526,-0.966163073,-1.102817012,-1.11556233,-0.969641037,-0.706542332,-0.462894885,-0.437535578,-0.771132274,-1.356732879,-1.634135658,-0.853711836
-1.571733795,-0.380917049,0.946658295,1.705335274,1.984051917,2.014776733,1.962411033,1.851956902,1.604033243,1.145233595,0.506116244,-0.171617756,-0.706673174,-0.956187168,-0.874895728,-0.544151628,-0.120121378,0.284736292,0.699165718,1.135976394
0.223068935,0.786531565,1.089440896,1.304715758,1.400417185,1.384022366,1.339800974,1.323077727,1.304591625,1.21241324,1.012369124,0.74510261,0.489214242,0.294728935,0.143374403,-0.030663043,-0.269763458,-0.559109407,-0.918012159,-1.371183221
-0.551277589,-0.608253387,-0.451759583,-0.394658952,-0.264308411,0.052660468,0.486957463,0.888464991,1.128904218,1.150870386,0.985004048,0.729294732,0.49705286,0.366486251,0.343432696,0.341809315,0.201952008,-0.250457372,-1.053907347,-1.625202031
-1.945353666,-2.243779738,-1.943296997,-1.381639449,-0.796012036,-0.333389258,-0.04176302,0.1085435,0.172156983,0.193070877,0.196405272,0.191562945,0.175467857,0.135643293,0.059857371,-0.049429654,-0.183562609,-0.39415091,-0.868006369,-1.536296497
-1.058538046,-0.687554808,-0.01483283,0.331735973,0.37009176,0.31529271,0.31570005,0.383157634,0.443120437,0.413725346,0.258222905,-0.008807972,-0.344169534,-0.687603688,-0.95697423,-1.065199173,-0.97160034,-0.737002805,-0.551595917,-0.600326912
0.079843261,-0.705434971,-1.244672981,-1.528908454,-1.564097569,-1.326846741,-0.874444873,-0.340436191,0.132729467,0.450545332,0.598244455,0.63193084,0.633911695,0.671816063,0.780360718,0.948165956,1.082326089,0.944908863,0.174454449,-1.053323235
0.254845915,0.182305387,0.103135682,-0.019882212,-0.218617269,-0.48571922,-0.796764634,-1.120473032,-1.410052475,-1.602237184,-1.641461248,-1.506198168,-1.21084892,-0.797031159,-0.335781347,0.07627463,0.344390463,0.397580444,0.195770223,-0.176456258
-1.115074651,-0.574443271,-0.490756547,-0.621050485,-0.722083132,-0.739428116,-0.68181241,-0.550048512,-0.329714787,-0.016468694,0.361718011,0.744468236,1.047917888,1.167152514,0.992629346,0.461843936,-0.387261211,-1.374725511,-2.09613854,-1.885883999
1.281735146,1.059014214,0.492418775,-0.130225347,-0.666594705,-1.01668337,-1.151645429,-1.117862571,-0.996950997,-0.866281868,-0.770841086,-0.711094388,-0.656900554,-0.57702115,-0.459239331,-0.297359116,-0.048655918,0.371322535,0.952207906,1.256904267
-1.384027902,-0.91179348,-0.52302083,-0.585242224,-0.87075603,-1.137108959,-1.276754162,-1.297015658,-1.250029377,-1.185494161,-1.131581177,-1.083509184,-0.994963178,-0.78390633,-0.37510857,0.219701022,0.836924663,1.153781875,0.780594384,-0.240215301
-1.571159836,-2.104212173,-1.877876658,-1.296730233,-0.782046217,-0.458316863,-0.281367193,-0.187415562,-0.150167094,-0.157502786,-0.172459637,-0.131219967,0.01557271,0.24681079,0.439851502,0.416960968,0.071284265,-0.520120853,-1.082674791,-1.248310251
-1.495204844,-0.898167789,-0.292436351,-0.250916592,-0.544672929,-0.815815511,-0.848496427,-0.607087993,-0.180289818,0.274287752,0.587392446,0.645519734,0.429435079,0.012950728,-0.457181794,-0.803613301,-0.864429744,-0.502785616,0.29770429,0.928945404
-2.037963371,-0.664515823,0.046091822,-0.190555503,-0.844370831,-1.389838381,-1.56921781,-1.389271289,-0.975544721,-0.458350459,0.067486398,0.542014145,0.920933921,1.161107733,1.23946418,1.197548001,1.141108751,1.145003607,1.078687534,0.557533581
-0.255771736,-0.07087199,-0.073716342,-0.162440142,-0.278165676,-0.444375562,-0.680144834,-0.960646118,-1.225509639,-1.409232709,-1.473956384,-1.417899024,-1.253336716,-0.990828447,-0.665725109,-0.388555155,-0.348439436,-0.703650833,-1.282898712,-1.221701725
0.353294593,0.615355572,0.807878364,0.963615633,1.03101524,1.018430297,0.99563796,1.038438426,1.184612317,1.416918248,1.669465254,1.854037502,1.890002806,1.731640234,1.405340462,1.032323181,0.785038864,0.817354624,1.236787258,1.866066922
-0.952434295,-0.129293729,0.955268402,1.438393149,1.32948329,0.884039029,0.361581467,-0.058458981,-0.290394712,-0.326294977,-0.215226959,-0.028274502,0.178048557,0.371408861,0.528593178,0.623957374,0.63311233,0.524458235,0.196130051,-0.460026854
-0.518503559,-0.722417997,-1.092614002,-1.424951414,-1.575350885,-1.538699213,-1.345658744,-1.001011891,-0.495898967,0.13853106,0.801025669,1.347880173,1.644351867,1.604177337,1.230572667,0.645461733,0.048096829,-0.367572195,-0.471341352,-0.292140012
0.390478873,0.044401302,-0.384465974,-0.81849706,-1.115699009,-1.208073205,-1.145913031,-1.022292477,-0.897167362,-0.782766834,-0.665356366,-0.526046409,-0.345201978,-0.099441542,0.230957879,0.639482449,1.062140425,1.333720462,1.158386964,0.377576232
-0.951389507,-0.548425717,-0.336188479,-0.332345382,-0.240949248,-0.015289268,0.202277549,0.284445091,0.226636681,0.128154175,0.103238783,0.192008353,0.334084778,0.409132064,0.314820873,0.046671232,-0.284983463,-0.526564277,-0.594513945,-0.539991613
0.196696138,0.876377692,1.154044155,0.878666393,0.32628391,-0.186183331,-0.468406427,-0.512917412,-0.440796474,-0.403258459,-0.490977336,-0.692705753,-0.92354964,-1.085689615,-1.11603529,-0.995673617,-0.715187414,-0.276120575,0.138190676,0.00994204
0.538252167,0.969360723,0.951338608,0.877585145,0.835039933,0.813708976,0.797426452,0.77016244,0.718191773,0.638668908,0.546402056,0.473355513,0.464029781,0.565510044,0.797943393,1.10658331,1.335122705,1.266941276,0.782904864,0.181265175
0.17766772,1.180150463,1.458451081,1.320610796,1.041247982,0.763114328,0.549581458,0.401495921,0.293066654,0.210178671,0.163374517,0.173918382,0.253641639,0.395646685,0.573571855,0.738226194,0.800963799,0.633545674,0.230556648,0.11724067
-0.312861393,-0.210798028,-0.024543651,0.363532377,0.84826676,1.228967221,1.376315789,1.299633114,1.106905881,0.928106271,0.839727664,0.819458707,0.758513552,0.520940055,0.026736756,-0.679994597,-1.43815755,-2.030297936,-2.20524469,-1.681506158
0.459613456,-0.876847602,-1.272441816,-1.015113136,-0.742388863,-0.669515478,-0.716555681,-0.732876141,-0.62808614,-0.404794709,-0.136222637,0.086356385,0.204820793,0.223002143,0.214831157,0.294775221,0.525085424,0.776107482,0.609657711,-0.350068796
1.19993525,0.338784837,-0.265603686,-0.173142564,0.297291846,0.790601536,1.128933492,1.305444116,1.390432318,1.455011699,1.539768747,1.649732227,1.758357885,1.814111165,1.761149581,1.582380697,1.327697356,1.072880786,0.73752261,-0.087838268
-0.724188055,-1.088178738,-1.215600954,-1.044122046,-0.745712434,-0.432162255,-0.121470344,0.199830943,0.52794276,0.834798291,1.086874411,1.260442828,1.338404723,1.306051979,1.167263214,0.95913703,0.711459903,0.371717407,-0.158190272,-0.620601735
0.20844366,0.889621103,0.76284036,0.36407679,0.000539439,-0.302111298,-0.59749746,-0.934146018,-1.32451687,-1.725627957,-2.042047152,-2.161974574,-2.003952092,-1.557615204,-0.915678889,-0.251331921,0.286372825,0.642706731,0.756053213,0.395586697
-1.607590036,-1.899623773,-1.931183419,-1.835735132,-1.555384495,-1.107321059,-0.58868672,-0.114560204,0.211688651,0.310951897,0.158026172,-0.195421461,-0.630755494,-0.98990386,-1.118338901,-0.938526639,-0.514166517,-0.077978987,-0.050112657,-0.72422507
0.344327275,0.229046326,-0.16513473,-0.292062285,-0.12002734,0.189819416,0.466207249,0.587736565,0.501806764,0.244195938,-0.055575685,-0.221978618,-0.117402679,0.276618054,0.800219962,1.137113067,0.961406177,0.136041842,-1.067911568,-1.688186022
0.509476444,0.365114421,0.998940428,1.641938966,1.866480248,1.643281067,1.117348414,0.454995238,-0.210669003,-0.771464021,-1.146124309,-1.298750332,-1.238927153,-1.009019425,-0.688713076,-0.4067563,-0.323722751,-0.583961457,-1.211470713,-1.778485212
-0.32307436,-0.407164612,-0.390463554,-0.263868162,-0.097791292,0.031260823,0.063334709,-0.032591634,-0.248135755,-0.524957701,-0.763190944,-0.860802562,-0.760946365,-0.48947825,-0.177625769,-0.025649881,-0.166998713,-0.469583207,-0.363211227,0.696990913
0.7702934,0.597552215,0.276714547,0.232416264,0.467922327,0.819625439,1.130969252,1.30597503,1.29118487,1.065524006,0.659885488,0.166210042,-0.281486664,-0.537238942,-0.493969471,-0.167658402,0.24516277,0.41672859,0.157941729,0.008511377
0.882303542,0.822866857,0.963307593,0.901517032,0.670666529,0.456386346,0.388332281,0.48065687,0.650220429,0.7629824,0.696174733,0.396071125,-0.097151002,-0.646339502,-1.030245723,-1.018193341,-0.513332758,0.278982567,0.696162498,0.010925153
-0.924875883,-0.267281252,0.148763548,0.292225977,0.297981602,0.354330356,0.609776163,1.08651321,1.67181674,2.17041559,2.398433458,2.271686112,1.832378052,1.23359679,0.713226092,0.514787297,0.739499329,1.199136517,1.306601021,0.379906655
0.544544427,-0.15661802,-0.427688579,-0.44236916,-0.351037295,-0.233796733,-0.175037743,-0.233245375,-0.400258388,-0.60169064,-0.744532206,-0.782163473,-0.741723618,-0.69188858,-0.668031275,-0.596685714,-0.303566949,0.30603098,0.861962554,0.380907055
-0.769197927,-0.908943526,-0.988061117,-1.297144462,-1.740802874,-2.123894817,-2.30691566,-2.254260746,-2.017349688,-1.698429771,-1.395291865,-1.135131622,-0.849695627,-0.423398777,0.199765167,0.91472074,1.451816117,1.474898558,0.755055464,-0.362644433
0.742005781,0.428128193,-0.211220452,-0.916632539,-1.526386157,-1.883344536,-1.886445152,-1.542273488,-0.959587856,-0.317849867,0.196991961,0.474607209,0.516782619,0.414105865,0.295875972,0.264065339,0.332265171,0.431356157,0.530327592,0.753529335
-0.251844265,0.058184463,0.264023981,0.412506958,0.622873862,0.896889797,1.155116696,1.31205957,1.321572114,1.197858669,1.020049815,0.908282233,0.981701883,1.313583784,1.87492512,2.483433396,2.802023975,2.403190727,1.014715759,-0.627400144
1.442876673,1.438924018,1.254017549,1.223522916,1.315898932,1.456916418,1.609634807,1.741991182,1.79189847,1.677349014,1.342456602,0.794968777,0.114751608,-0.543471002,-0.961169017,-0.940012963,-0.442299187,0.312068096,0.865758248,0.824356961
